"","obs","ARIMA","ETS","NNAR","MLP","SA","SM","DE"
"13",0.273662551440329,0.17652384412487,0.206612353981231,0.173365498723466,0.185255699838875,0.185439349167111,0.17652384412487,0.179027457412124
"14",0.349382716049383,0.284208256254684,0.272209754566056,0.274339718302252,0.289149579458776,0.279976827145442,0.284208256254684,0.288999340351544
"15",0.431687242798354,0.330273129435681,0.345101366078607,0.350461643171676,0.325772202874613,0.337902085390144,0.330273129435681,0.328961910045007
"16",0.379012345679012,0.396388623605415,0.424777171705716,0.433833940597068,0.327270692056381,0.395567606991145,0.396388623605415,0.34990716280418
"17",0.326337448559671,0.330878692120816,0.409180692590267,0.380426575477739,0.30303354916632,0.355879877338786,0.330878692120816,0.310997604674999
"18",0.295884773662551,0.30451562370929,0.366886415173127,0.3272145903341,0.281091860364388,0.319927122395226,0.30451562370929,0.287212563063487
"19",0.255555555555556,0.294371334792476,0.333108772543777,0.29659623438156,0.318544931226297,0.310655318236027,0.294371334792476,0.314221609248938
"20",0.303292181069959,0.264055765391863,0.294607467599802,0.256266898084335,0.330459426027063,0.286347389275766,0.264055765391863,0.316591270663138
"21",0.346913580246914,0.321234122934444,0.318182183149861,0.304032109692131,0.306282720524111,0.312432784075137,0.321234122934444,0.315045289432918
"22",0.375720164609054,0.348572743584267,0.35618962808125,0.347968154309224,0.314851115472117,0.341895410361715,0.348572743584267,0.328136506364039
"23",0.324691358024691,0.365931933793023,0.38757613041695,0.377093618004057,0.308038737020251,0.35966010480857,0.365931933793023,0.32726231923144
"24",0.392181069958848,0.310891869762121,0.359632763409668,0.325556418327596,0.294560634013386,0.322660421378193,0.310891869762121,0.299641220936615
"25",0.485185185185185,0.395332487542346,0.400386587374957,0.393765694409903,0.355243917796746,0.386182171780988,0.395332487542346,0.376486624200231
"26",0.467901234567901,0.46937261018233,0.478759311256432,0.488127779960073,0.461954037037207,0.47455343460901,0.46937261018233,0.481032984080013
"27",0.49917695473251,0.4317027793669,0.488276066331758,0.470590132310468,0.49128393855655,0.470463229141419,0.4317027793669,0.494391639879078
