"","obs","ARIMA","ETS","MLP","SA","SM","DE"
"13",0.330473751600512,0.236119261384777,0.235656528048787,0.253801912888336,0.2418592341073,0.236119261384777,0.242644309203092
"14",0.294622279129321,0.319960768509071,0.320881666812789,0.315872912184376,0.318905115835412,0.319960768509071,0.320829834478628
"15",0.34583866837388,0.300043399984985,0.299614240266826,0.335888197476603,0.311848612576138,0.300043399984985,0.314874504634494
"16",0.323303457106274,0.341790121966982,0.342193701927899,0.286122831826482,0.323368885240455,0.341790121966982,0.328359776745636
"17",0.247503201024328,0.327812430194519,0.327487062954578,0.337407827922169,0.330902440357089,0.327812430194519,0.334529324414745
"18",0.230089628681178,0.260242290609907,0.258840143482674,0.289362504829088,0.269481646307223,0.260242290609907,0.270913276301538
"19",0.1,0.236151635293667,0.235132562208762,0.223631622844014,0.231638606782148,0.235132562208762,0.232897908251398
"20",0.214724711907811,0.120173098721579,0.117511769774155,0.151023184951377,0.129569351149037,0.120173098721579,0.128677630376869
"21",0.299743918053777,0.204185486860384,0.204393993716473,0.154244764114643,0.187608081563833,0.204185486860384,0.190737583343901
"22",0.292573623559539,0.289070660560704,0.289932579100526,0.288060022213902,0.289021087291711,0.289070660560704,0.290947553086658
"23",0.288476312419974,0.294155231841124,0.293999426866308,0.300517420185269,0.296224026297567,0.294155231841124,0.298789676282501
"24",0.404225352112676,0.291280256960583,0.290873953944241,0.262984633456662,0.281712948120495,0.290873953944241,0.284224859629527
"25",0.401152368758003,0.391237498460767,0.39257395805266,0.42580515118491,0.403205535899446,0.39257395805266,0.41067485087814
"26",0.412419974391805,0.401880393164099,0.402217625820138,0.479084798494478,0.427727605826238,0.402217625820138,0.438993572848783
"27",0.56606914212548,0.413064834280344,0.413319966875395,0.425952805232272,0.417445868796004,0.413319966875395,0.424372947348295
"28",0.485147247119078,0.547748413803333,0.550174247110729,0.447417415862919,0.515113358925661,0.547748413803333,0.49622369872242
"29",0.584507042253521,0.495528954431224,0.495429335912587,0.479993673916123,0.490317321419978,0.495429335912587,0.489709206999069
"30",0.44314980793854,0.574709791654395,0.57639819791856,0.560209628597461,0.570439206056805,0.574709791654395,0.566256619249619
"31",0.317157490396927,0.462711643963034,0.461558881010004,0.442437019759983,0.455569181577674,0.461558881010004,0.454513394408587
"32",0.457490396927017,0.338582297481218,0.336472594842024,0.321379623456365,0.332144838593202,0.336472594842024,0.334683546272364
"33",0.445198463508323,0.443708719522252,0.445030421736048,0.392957490622155,0.427232210626818,0.443708719522252,0.426850188518012
"34",0.552752880921895,0.447048081167952,0.447376468306404,0.450537875534758,0.448320808336371,0.447376468306404,0.455079055826175
"35",0.488220230473752,0.540728890145418,0.542512541798405,0.452993274880049,0.512078235607957,0.540728890145418,0.495885070750472
"36",0.577336747759283,0.497258374810284,0.497151902186793,0.459315664263121,0.484575313753399,0.497151902186793,0.479899595667018
"37",0.594750320102433,0.568724269921015,0.570227403034593,0.579966514961638,0.572972729305749,0.570227403034593,0.579652145438402
"38",0.685915492957746,0.593333546911772,0.594458355946898,0.678499745840288,0.622097216232986,0.594458355946898,0.650297427748284
"39",0.670550576184379,0.675638479454056,0.677798115418294,0.709013391563675,0.687483328812008,0.677798115418294,0.700515588346778
"40",0.611139564660691,0.673275841818139,0.674366096588949,0.579422851704991,0.64235493003736,0.673275841818139,0.614198697779189
"41",0.663380281690141,0.621459383647649,0.621540553938542,0.580586825425526,0.607862254337239,0.621459383647649,0.595031373910447
"42",0.537387964148528,0.659847510059991,0.66118441300276,0.633089016175193,0.651373646412648,0.659847510059991,0.640958434760589
"43",0.383738796414853,0.555738306212144,0.554872781413023,0.571097361364115,0.560569482996427,0.555738306212144,0.569875649861147
"44",0.527144686299616,0.408684136253279,0.406430007142419,0.436742408415213,0.417285517270304,0.408684136253279,0.426238604056161
"45",0.456466069142126,0.513422588819059,0.514858715550638,0.436764956574789,0.488348753648162,0.513422588819059,0.476614200751597
"46",0.531241997439181,0.466096333951434,0.465693903866549,0.517247828631251,0.483012688816411,0.466096333951434,0.501989801849372
"47",0.510755441741357,0.524617433558537,0.525659909728521,0.546432410407807,0.532236584564955,0.525659909728521,0.544708342241882
"48",0.663380281690141,0.514648756156504,0.514871947391517,0.51290239547355,0.51414103300719,0.514648756156504,0.51804336731138
"49",0.714596670934699,0.645628366657836,0.648161524773098,0.668209479310369,0.653999790247101,0.648161524773098,0.663604808147469
"50",0.789372599231754,0.707463218764266,0.709523368721189,0.816668795471977,0.744551794319144,0.709523368721189,0.772201802703212
"51",0.885659411011524,0.78051636888414,0.782920545663144,0.807461201706474,0.790299372084586,0.782920545663144,0.789560473516658
"52",0.795518565941101,0.873710204106623,0.876751428709578,0.775064565115929,0.841842065977377,0.873710204106623,0.795159933560701
"53",0.801664532650448,0.807975751648108,0.808643211170212,0.818034748734234,0.811551237184185,0.808643211170212,0.801711644462425
"54",0.551728553137004,0.804552651945598,0.805773927420752,0.786139152263254,0.798821910543202,0.804552651945598,0.779448064519189
"55",0.513828425096031,0.587433650207146,0.58498035642378,0.572251052014059,0.581555019548328,0.58498035642378,0.57744864455254
"56",0.684891165172855,0.525675045483332,0.524708777949439,0.518024835575831,0.5228028863362,0.524708777949439,0.523855563460339
"57",0.542509603072983,0.665743490642477,0.66824548536197,0.586083848644727,0.640024274883058,0.665743490642477,0.615310819341834
"58",0.692061459667093,0.560963029214808,0.560107340529982,0.617438394085732,0.579502921276841,0.560963029214808,0.601758622651477
"59",0.656209987195903,0.676656946887494,0.678853975709074,0.604131743119187,0.653214221905252,0.676656946887494,0.629559598777414
"60",0.740204865556978,0.660979924141074,0.66165784881372,0.69834039196817,0.673659388307655,0.66165784881372,0.68911174051181
"61",0.772983354673496,0.731706000620704,0.733638322426802,0.845760372978282,0.770368232008596,0.733638322426802,0.796427962485501
"62",0.758642765685019,0.769536254708143,0.771286204694483,0.851079836570131,0.797300765324252,0.771286204694483,0.813555354730841
"63",0.784250960307298,0.762140898759977,0.763203570794188,0.76421967929517,0.763188049616445,0.763203570794188,0.755768494041196
"64",0.790396927016645,0.783355502319603,0.784795930544715,0.711043782040516,0.759731738301611,0.783355502319603,0.730182345746506
"65",0.730985915492958,0.791507478293027,0.792830036233635,0.799553449142022,0.794630321222895,0.792830036233635,0.78586526184412
"66",0.597823303457106,0.741090775954341,0.741397542367619,0.719031186238689,0.73383983485355,0.741090775954341,0.721074795306898
"67",0.392957746478873,0.618943696581879,0.617691891636183,0.610069323012761,0.615568303743607,0.617691891636183,0.613251128228875
"68",0.639820742637644,0.425090020375359,0.421964215649608,0.529991118077886,0.459015118034285,0.425090020375359,0.476699607113107
"69",0.565044814340589,0.613282697753331,0.615891232940288,0.576061369859905,0.601745100184508,0.613282697753331,0.589961052591856
